"Source","Source ID","Category","Category ID","Name","Palette","Threadcount","Overview","Comment","Copyright","Source URL","Update date"
"Weddslist","","Thomas Insel","tinsel","Duncan","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","K/8 G42 W6 G42 B42 R/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Dundas","R#aa0000; B#000052; K#000000; G#11450d; ","K/4 G4 R2 G48 K24 B32 K/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Eglinton","R#aa0000; A#4367ae; K#000000; G#11450d; ","K/6 G6 K6 A32 K6 R6 K/6","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Elliott","R#aa0000; B#000052; O#521510; ","R/2 B6 O8 B/32","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Erskine","R#aa0000; G#11450d; ","R/8 G2 R56 G48 R2 G/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Farquharson","R#aa0000; Y#aaaa00; B#000052; K#000000; G#11450d; ","R/4 B8 K2 B2 K2 B2 K16 G16 Y4 G16 K16 B16 K2 R/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Ferguson of Balquhidder","R#aa0000; B#000052; K#000000; G#11450d; ","G/4 B24 R2 K24 G24 K/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Fergusson","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","B/48 K16 G16 R4 G16 K2 W/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Fletcher","R#aa0000; B#000052; K#000000; G#11450d; ","B/12 K2 B12 K16 R2 G16 K/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Fletcher C","R#aa0000; B#000052; K#000000; G#11450d; ","B/12 K2 B12 K16 R2 G16 R/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Forbes","B#000052; K#000000; W#aaaaaa; G#11450d; ","B/16 K2 B4 K2 B4 K12 G16 K2 W4 K2 G16 K12 B16 K2 B/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Forbes LC","B#000052; K#000000; W#aaaaaa; G#11450d; ","B/2 K12 B12 K12 G12 K2 W/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Forbes VS","R#aa0000; Y#aaaa00; K#000000; G#11450d; ","R/2 G32 K16 G6 K8 Y/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Fraser","R#aa0000; B#000052; G#11450d; ","B/32 R2 B2 R2 G24 R32 G4 R32 G24 B24 R2 B/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Fraser VS","R#aa0000; B#000052; W#aaaaaa; G#11450d; ","W/2 R24 G12 R2 B12 R/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Gordon","Y#aaaa00; B#000052; K#000000; G#11450d; ","B/24 K4 B4 K4 B4 K24 G24 Y4 G24 K24 B22 K4 B/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Gordon VS","Y#aaaa00; B#000052; K#000000; G#11450d; ","B/56 K2 B2 K2 B6 K24 G48 Y2 G2 Y4 G2 Y2 G48 K24 B36 K2 B/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Gow","R#aa0000; B#000052; G#11450d; ","R/8 G8 R2 B8 R/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Graham W","M#6e5058; K#000000; W#aaaaaa; G#11450d; ","K/6 M28 K34 G8 W4 G/42","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Graham of Menteith","A#4367ae; B#000052; K#000000; G#11450d; ","K/2 B24 K24 G2 A4 G/32","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Graham of Montrose","B#000052; K#000000; W#aaaaaa; G#11450d; ","K/2 B8 K8 G8 W2 G8 K/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Grant","R#aa0000; A#4367ae; B#000052; G#11450d; ","R/12 B2 R4 B4 R64 A2 R4 B16 R4 G4 R4 G48 R4 B4 R/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Grant D","R#aa0000; A#4367ae; B#000052; G#11450d; ","R/12 B4 R4 B4 R48 A4 R4 B12 R4 G4 R4 G40 R4 B4 R/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Grant VS","R#aa0000; B#000052; G#11450d; ","R/8 B4 R4 B4 R112 B32 R8 G2 R8 G72 R6 G2 R/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Grant of Monymusk","R#aa0000; B#000052; G#11450d; ","R/24 G6 R24 B16 R10 B16 R8 G28 R8 G28 R8 G28 R/24","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Gunn","R#aa0000; B#000052; K#000000; G#11450d; ","R/4 G24 K24 G2 B24 G/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Gunn VS","R#aa0000; K#000000; G#11450d; ","R/4 G60 K32 G4 K32 G/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Hamilton","R#aa0000; B#000052; W#aaaaaa; ","W/2 R18 B12 R2 B/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Hay","R#aa0000; Y#aaaa00; K#000000; W#aaaaaa; G#11450d; ","W/12 R4 K2 R4 G8 R96 G24 R4 G4 R4 G72 Y4 G8 R/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Hay and Leith","R#aa0000; M#6e5058; Y#aaaa00; K#000000; W#aaaaaa; G#11450d; ","K/6 R2 Y2 K4 R32 G4 R2 Y2 R4 G30 W2 K30 R2 M30 R4 Y2 R2 M4 R32 K4 Y2 R2 K/6","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Henderson","Y#aaaa00; B#000052; K#000000; W#aaaaaa; G#11450d; ","Y/2 K12 G8 K2 G32 B2 G8 B12 W/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Home","R#aa0000; B#000052; K#000000; G#11450d; ","B/6 G4 B48 K16 R2 K4 R2 K/56","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Hunter","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","G/16 K2 G16 K16 R2 B16 W2 B16 R2 K/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Huntly Old","R#aa0000; M#6e5058; C#59110d; A#4367ae; K#000000; W#aaaaaa; G#11450d; ","M/32 W4 C14 W4 K28 A12 W4 M30 W4 G34 A12 G12 R16 K12 R16 K/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Innes","R#aa0000; Y#aaaa00; A#4367ae; B#000052; K#000000; W#aaaaaa; G#11450d; ","A/14 K48 R8 K8 R8 K8 R48 Y8 R12 B24 R12 K8 G40 K8 R12 W/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Innes D","R#aa0000; Y#aaaa00; A#4367ae; B#000052; K#000000; W#aaaaaa; G#11450d; ","A/6 K24 R4 K4 R4 K4 R24 Y4 R6 B12 R6 K4 G20 K4 R6 W/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Johnston","Y#aaaa00; B#000052; K#000000; G#11450d; ","Y/6 G4 K2 G60 B48 K4 B4 K/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Keith and Austin","B#000052; K#000000; G#11450d; ","K/4 G18 B8 K8 B/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Kennedy","R#aa0000; C#59110d; Y#aaaa00; B#000052; K#000000; G#11450d; ","R/4 G48 B8 K6 B6 K6 B6 K6 B8 G24 C2 G4 C2 G6 Y2 G4 K/4","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Kerr","R#aa0000; K#000000; G#11450d; ","K/8 R4 K2 R56 K28 G6 K2 G4 K2 G/40","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Kerr Hunting","B#000052; K#000000; G#11450d; ","K/8 B4 K2 B56 K28 G6 K2 G4 K2 G/40","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Kincaid","R#aa0000; K#000000; G#11450d; ","K/22 G34 R/6","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Lamont","B#000052; K#000000; W#aaaaaa; G#11450d; ","B/6 K2 B2 K2 B2 K8 G8 W2 G8 K8 B8 K2 B/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Leslie Dress","R#aa0000; Y#aaaa00; B#000052; K#000000; ","K/2 R64 B32 R8 K12 Y2 K12 R/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Leslie Hunting","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","R/4 B16 K16 W2 G16 K/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Lindsay","C#59110d; B#000052; G#11450d; ","C/6 B4 C48 B16 G4 B4 G4 B4 G/40","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Livingston","R#aa0000; K#000000; G#11450d; ","R/16 G4 R40 G32 R8 K2 R4 K2 R8 G/24","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","Logan and MacLennan","R#aa0000; Y#aaaa00; B#000052; K#000000; G#11450d; ","Y/4 K2 R2 G32 K24 B32 R4 B4 R4 B6 R/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAlister","X#4c7d3c; R#aa0000; A#4367ae; B#000052; W#aaaaaa; G#11450d; ","R/16 X2 G4 R4 A2 R2 W2 R2 A2 R4 G6 R2 W2 R12 A2 R2 G24 R2 A2 R32 A2 R2 G24 R2 A2 R12 W2 R2 B8 R2 W2 R4 G6 X2 R4 X2 G6 R6 W2 R2 B4 R2 W2 R/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAlister CC","R#aa0000; A#4367ae; B#000052; G#11450d; ","R/8 A2 R2 G12 R24 A2 R2 G36 R2 A2 R64 A2 R2 G36 R2 A2 R24 B16 R16 G16 R8 G16 R/64","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAlpine (a)","Y#aaaa00; K#000000; W#aaaaaa; G#11450d; ","G/2 K8 Y2 K8 G2 K2 G12 K2 G12 K2 G2 K8 W2 K/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAlpine D (a)","Y#aaaa00; B#000052; K#000000; W#aaaaaa; G#11450d; ","G/2 K8 Y2 B8 G2 B2 G12 K2 G12 K2 G2 K8 W2 K/8","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacArthur","Y#aaaa00; K#000000; G#11450d; ","Y/6 G60 K24 G12 K/64","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAulay","R#aa0000; K#000000; W#aaaaaa; G#11450d; ","K/4 R32 G12 R6 G16 W/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacAulay Hunting","R#aa0000; K#000000; W#aaaaaa; G#11450d; ","R/4 G24 K8 G16 K32 W2 K32 G/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacBain","R#aa0000; C#59110d; A#4367ae; K#000000; W#aaaaaa; G#11450d; ","R/120 W4 A10 K4 W4 K4 A10 W4 K4 G24 K4 W4 R10 C10 G4 C10 R10 W4 G/20","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacBean","R#aa0000; C#59110d; A#4367ae; B#000052; K#000000; W#aaaaaa; G#11450d; ","R/48 W2 B4 A2 W2 A2 B4 W2 K2 G12 K2 W2 R4 C4 G2 C4 R4 W2 G/6","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacBeth","R#aa0000; Y#aaaa00; B#000052; K#000000; W#aaaaaa; G#11450d; ","B/72 Y8 K12 W2 K2 W2 K2 G16 R12 K2 R6 W/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacCallum","A#4367ae; B#000052; K#000000; G#11450d; ","K/2 B12 K12 G8 A2 K4 G/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacCallum W","R#aa0000; B#000052; K#000000; G#11450d; ","K/2 B12 K12 G12 R2 G12 K/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacColl","R#aa0000; B#000052; G#11450d; ","G/8 R2 G2 R24 B2 R2 B6 R2 B2 R4 G16 R2 B2 R/24","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald","R#aa0000; B#000052; K#000000; G#11450d; ","G/16 R2 G4 R6 G24 K24 R2 B24 R6 B4 R2 B/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald Lord of the Isles","R#aa0000; G#11450d; ","R/76 G4 R10 G/32","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald Lord of the Isles Hunting","B#000052; W#aaaaaa; G#11450d; ","G/48 W2 G4 W4 B4 W2 B24 W2 B4 W4 B4 W2 B/24","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald of Clanranald","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","G/16 R2 G4 R6 G24 W2 K24 R2 B24 R6 B4 R2 B/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald of Clanranald D","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","G/12 R4 G4 R6 G22 W4 K22 R4 B24 R6 B4 R4 B/12","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald of Sleat","R#aa0000; K#000000; G#11450d; ","K/4 R36 G4 R10 G/32","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonald of Staffa","R#aa0000; Y#aaaa00; B#000052; K#000000; W#aaaaaa; G#11450d; ","Y/2 R12 B2 R6 B2 R2 G4 W2 G4 R6 Y2 R6 K4 R2 B2 R6 B2 R2 G8 R6 B2 R2 B2 R2 B2 R2 B2 R/30","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonell of Glengarry","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","W/2 G8 R2 G4 R6 G24 K24 R2 B24 R8 B/16","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonell of Glengarry D","R#aa0000; B#000052; K#000000; W#aaaaaa; G#11450d; ","B/16 R2 B4 R6 B24 R2 K24 G24 R6 G4 R2 G8 W/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
"Weddslist","","Thomas Insel","tinsel","MacDonell of Keppoch","R#aa0000; A#4367ae; B#000052; G#11450d; ","G/4 R4 B2 R48 A2 B12 R6 G24 R8 B/2","","Patterns from [Thomas Insel's Tartan for Java](http://www.tinsel.org/tinsel/Java/Tartan/setts.txt).","","http://www.weddslist.com/cgi-bin/tartans/pg.pl?source=tinsel","2016/11/01 20:46:48"
