"Category", "Name", "Threadcount"
"Scottish Tartans Society", "Stewart of Rothesay ", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[g7(r122b17r12k12y3k4w3g48r16k4r6)w5"
"Scottish Tartans Society", "Stewart of Urrard", "r#C00000g#008000b#304080[g12(r4g4r36b18r6g6r6b18r6g48r4g4)r8"
"Scottish Tartans Society", "Stewart, Ancient", "r#C00000k#000000g#008000b#304080[b17(g4k4g4b17r6k12r4k12r6g17k4b2k4)g17"
"Scottish Tartans Society", "Stewart, Authentic Grey", "y#F0C000w#E0E0E0r#C00000n#808080k#000000[r2(n40r2n6w2k2w2k8n6k2n4)y2"
"Scottish Tartans Society", "Stewart, Black ground", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[k72(b8k12y2k2w2k2g16r8k2r4)w2"
"Scottish Tartans Society", "Stewart, Fawn", "o#505050z#906030w#E0E0E0r#C00000k#000000[z48(k10r4k4w4o16w6k4w4)z4"
"Scottish Tartans Society", "Stewart, Fragment", "t#806050r#C00000b#304080a#5480B0[r6(a8b22r22b22t6)r6"
"Scottish Tartans Society", "Stewart, Plaid", "r#C00000k#000000g#008000b#304080[r4(g8b16r18g18k4)r4"
"Scottish Tartans Society", "Stewart, Prince Charles Edward", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0[r28(a8k12y2k4w4k4g24r12k4r4)w2"
"Scottish Tartans Society", "Stewart, Silk", "w#E0E0E0t#806050o#FF8500g#008000b#304080a#5480B0[b4(a4w2a4b4o60w2b8a8t6w2t6a8b8w2g40w2g10o10a10w2b4w4)b8"
"Scottish Tartans Society", "Stewart, Variant", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[k6(g10w10k2w23b10w2k6y2k8g10r12g4r8)w4"
"Scottish Tartans Society", "Stewart, variant ", "w#E0E0E0r#C00000k#000000g#008000[w92(g10w2k6w2k10g8r12g4r8)w4"
"Scottish Tartans Society", "Stewarton", "l#607030f#4000FFh#8080D0i#C0A0E0z#906030q#000030g#008000[g4(z10i12h14f14h14l10)q4"
"Scottish Tartans Society", "Stinson, Ancient", "y#F0C000r#C00000k#000000g#008000b#304080a#5480B0[b12(r6b54g40y6k40a4r12a4b40)k14"
"Scottish Tartans Society", "Stirling", "i#30A010o#F0A0A0z#906030x#004010w#E0E0E0g#008000[o40(w20z20i20g20x20z20i20)x40"
"Scottish Tartans Society", "Stirling, Bannockburn dress", "y#F0C000w#E0E0E0r#C00000k#000000a#5480B0[r10(w56r10a6r10k42r10a56w6)y10"
"Scottish Tartans Society", "Stirling, University", "y#F0C000r#C00000n#808080k#000000i#003000g#008000b#304080[g56(r8k6n4k2i4r6b40)y4"
"Scottish Tartans Society", "Stirling, University of", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[g90(r1k10w6k4g6r10b62)y8"
"Scottish Tartans Society", "Stirling, Weavers Guild", "y#F0C000w#E0E0E0r#C00000g#008000b#304080[g10(w10g10r98b4y4r10b20r10y4b4r10g92r10b4y4)r92"
"Scottish Tartans Society", "Stirling, and Bannockburn", "y#F0C000r#C00000k#000000g#008000b#304080a#5480B0[r6(g36r8a6r8k26r6b36g4)y6"
"Scottish Tartans Society", "Stone of Destiny", "y#F0C000r#C00000q#000030b#304080[b8(y4b34q4r8q4b6q22)b6"
"Scottish Tartans Society", "Strachan", "y#F0C000x#004010r#C00000q#000030k#000000[r4(k6q80k6y4k6x40k6)r4"
"Scottish Tartans Society", "Strange Of Balcaskie", "y#F0C000t#806050g#008000b#304080[g64(t14g14t32b64y6)t16"
"Scottish Tartans Society", "Strath Halladale (Sutherland)", "o#8080D0r#C00000k#000000i#003000[i10(k30i10k30i38r4i20)o8"
"Scottish Tartans Society", "Strathblane", "w#E0E0E0t#806050r#C00000n#808080k#000000[r6(n12w4k8)t24"
"Scottish Tartans Society", "Strathclyde", "o#0060B0w#E0E0E0q#000030k#000000[k4(o32w4q32w30k4)w4"
"Scottish Tartans Society", "Strathclyde ", "o#8080D0w#E0E0E0q#000030b#304080[o8(b4o30w20q30b4)q8"
"Scottish Tartans Society", "Strathclyde blue", "q#000030k#000000b#304080a#5480B0[a6(k6a44q50a6b48)k6"
"Scottish Tartans Society", "Strathclyde, University of", "i#607030w#E0E0E0r#C00000k#000000g#008000b#304080[b14(k2r6k2b48k2w6k6i6k6i6g38k4)w8"
"Scottish Tartans Society", "Strathearn", "y#F0C000r#C00000g#008000[y2(r2g12r12g2y2g2r12y16r2g2r2y16g12r2)y2"
"Scottish Tartans Society", "Strathspey", "k#000000g#008000b#304080[k4(b4k4b20k20g20)k4"
"Scottish Tartans Society", "Strathspey, Check", "r#C00000k#000000g#008000a#5480B0[g4(k20g20a10r44)g6"
"Scottish Tartans Society", "Stuart / Stewart", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[g4(r60b8r8k12y2k2w2k2g20r8k2r2)w2"
"Scottish Tartans Society", "Stuart / Stewart, Plaid", "o#703000y#F0C000w#E0E0E0r#C00000p#800080g#008000a#5480B0[r12(w4o80w4a28g28y6w4g12p12y4a12p60r24)w4"
"Scottish Tartans Society", "Stuart / Stewart, Plaid ", "o#300030y#F0C000w#E0E0E0t#806050r#C00000g#008000d#401000b#304080[r16(w4t100w4b34g30y10w3g16o12w4b16d64r26)w4"
"Scottish Tartans Society", "Stuart / Stewart, Pr Charles Edward", "w#E0E0E0r#C00000k#000000g#008000a#5480B0[r32(a20k28w4k8w6k8g52r22k8r8)w4"
"Scottish Tartans Society", "Stuart / Stewart, Riding Cloak", "w#E0E0E0t#806050r#C00000g#008000b#304080[w2(b4g32r8w2r8w2r8t16b8)w2"
"Scottish Tartans Society", "Stuart / Stewart, Silver", "y#F0C000w#E0E0E0t#806050n#808080g#008000a#5480B0[n120(a10n16y4n8w4n8g32t16n4t8)w4"
"Scottish Tartans Society", "Stuart/Stewart of Bute", "w#E0E0E0r#C00000k#000000g#008000[r24(g12k2g4k2g2k12r48)w4"
"Scottish Tartans Society", "Stuart/Stewart of Bute hunting", "w#E0E0E0m#802040k#000000g#008000[m24(g12k2g4k2g2k12m48)w4"
"Scottish Tartans Society", "Sturrock", "y#F0C000r#C00000k#000000g#008000[r52(k32g22r16y3)r16"
"Scottish Tartans Society", "Sturrock ", "y#F0C000r#C00000k#000000g#008000b#304080[r52(b16k16g22r16y3)r16"
"Scottish Tartans Society", "Suffolk County Police", "i#FFE000o#30A010w#E0E0E0k#000000[o148(o12k24i6k6w6o32o16k6o8)w6"
"Scottish Tartans Society", "Sutherland", "g#008000b#304080a#5480B0[a22(b2a2b2a2b16g16b2g16b16a16b2)a2"
"Scottish Tartans Society", "Sutherland, 42nd", "k#000000g#008000b#304080[b4(k4b12k12g12)k4"
"Scottish Tartans Society", "Sutherland, Dress", "w#E0E0E0r#C00000k#000000g#008000b#304080[w10(g4w46k14b8k6b6k6b22r4b4)r6"
"Scottish Tartans Society", "Sutherland, Old", "w#E0E0E0r#C00000k#000000g#008000b#304080[g12(w4g48k24b6k4b4k4b24r2b2)r6"
"Scottish Tartans Society", "Sutherland, dress", "w#E0E0E0k#000000g#008000b#304080[b12(k10b20k20g26k6g26k20w8b8w36b4)w6"
"Scottish Tartans Society", "Swankie", "o#102040z#906030x#004010r#C00000d#401000[o6(r12x42z10d20o44)x6"
"Scottish Tartans Society", "Tara, Murphy", "y#F0C000w#E0E0E0t#806050r#C00000k#000000g#008000[k4(g6r4g52t20k4w6k4y4k6r4)k16"
"Scottish Tartans Society", "Tartan Army", "q#000030b#304080[b8q4"
"Scottish Tartans Society", "Tartan Army ", "y#F0C000w#E0E0E0r#C00000q#000030b#304080[b8(q4b36q16w4q4w4q20r10y4r10q20w4q4w4q16b8q4b8q4)b44"
"Scottish Tartans Society", "Tasmanian", "o#FFE000h#405040i#E0A0A0n#808080m#802040[m8(i4h48n4h4n4h12n16m12n16)o8"
"Scottish Tartans Society", "Taylor", "o#D03030y#F0C000k#000000g#008000b#304080[g16(k4g26o8g24b44g10)y6"
"Scottish Tartans Society", "Taylor, dress", "i#C0A0E0o#D03030y#F0C000w#E0E0E0k#000000g#008000[g18(k4o8g28w6i6w46g10)y6"
"Scottish Tartans Society", "Taylor, dress ", "y#F0C000w#E0E0E0r#C00000n#808080k#000000g#008000[y6(g10w46n6w6g28r8g30k4)g18"
"Scottish Tartans Society", "Teall, of Teallach", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080a#5480B0[k4(a12k2b14g26w2k22r28)y4"
"Scottish Tartans Society", "Teallach", "f#607030h#505050i#604000y#F0C000w#E0E0E0r#C00000n#808080[i6(h26i6n26f46w6i38r48)y8"
"Scottish Tartans Society", "Tenmaya", "i#8080D0o#C0A0E0w#E0E0E0n#808080[w3(o32i12o6i6o6n36)w3"
"Scottish Tartans Society", "Tennant", "r#C00000g#008000d#401000b#304080[r4(d28g28b28g28b28)r4"
"Scottish Tartans Society", "Tennant ", "r#C00000k#000000g#008000d#401000b#304080[r4(d28b28k28g28d28)r4"
"Scottish Tartans Society", "Tennant  ", "r#C00000k#000000g#008000d#401000[k36(g36d42)r8"
"Scottish Tartans Society", "Tennessee", "w#E0E0E0r#C00000m#802040g#008000b#304080[r4(b20w2m2g2r2g12m2g20)w2"
"Scottish Tartans Society", "Terry", "o#30A010y#F0C000r#C00000g#008000[g42(y2g6r6g6y2g42y2g6r6o6y2)o66"
"Scottish Tartans Society", "Texas, Bluebonnet", "o#8080D0y#F0C000w#E0E0E0r#C00000g#008000b#304080[g16(r4b32w4r4w4o32w4o32w4)y4"
"Scottish Tartans Society", "Thain, dress", "y#F0C000w#E0E0E0k#000000[k28(w2k4w4k4w2k28w2k4w4y4w2)y44"
"Scottish Tartans Society", "The Caledonian Hotel", "r#C00000q#000030i#003000[r8(i40q36q6q6q6q6)q48"
"Scottish Tartans Society", "The Harbour Town, Hilton Head", "o#600030z#906030x#004010q#000030[q6(x22q6o22q36)z6"
"Scottish Tartans Society", "The KpgM", "o#600030z#906030r#C00000k#000000b#304080[r24(z4b6k6b60k40o12k20z3)o8"
"Scottish Tartans Society", "The Mary Erskine", "r#C00000q#000030[q12(r4q64r64q4)r12"
"Scottish Tartans Society", "The Open Championship", "w#E0E0E0r#C00000n#808080j#000050b#304080[w4(r18j40n4b30)w4"
"Scottish Tartans Society", "The Poulain League", "o#8080D0y#F0C000k#000000[y12(o76k6o76)y12"
"Scottish Tartans Society", "The Rhythms of Evelyn Glennie", "y#F0C000r#C00000k#000000b#304080[k4(b4k6r4b6k4y4k6r4k8)r50"
"Scottish Tartans Society", "Thom(p)son", "y#F0C000w#E0E0E0r#C00000k#000000b#304080[r4(k4w8k8w8k4w16k4b36)y4"
"Scottish Tartans Society", "Thom(p)son camel", "w#E0E0E0t#806050r#C00000k#000000[r8(t60k12w26k26)w6"
"Scottish Tartans Society", "Thom(p)son's, Fancy", "t#806050r#C00000k#000000b#304080a#5480B0[a6(k24a24b12t48)r12"
"Scottish Tartans Society", "Thom(p)son, Grey", "w#E0E0E0r#C00000n#808080k#000000[r4(k20w20k10n40)r4"
"Scottish Tartans Society", "Thom(p)son, Lord (hunting)", "t#806050k#000000g#008000a#5480B0[a6(k24a24g12t56)a8"
"Scottish Tartans Society", "Thom(p)son, Navy", "w#E0E0E0t#806050j#000050c#900030[c6(j30w26t12j4t4)c4"
"Scottish Tartans Society", "Thomas Blake Glover", "o#600030z#906030b#304080[b8(o32z12o32z12o32b16o12b8o32b4)z2"
"Scottish Tartans Society", "Timespan, (MacKay)", "r#C00000n#808080k#000000g#008000[g36(r6k36r6)n36"
"Scottish Tartans Society", "Tindal", "y#F0C000w#E0E0E0r#C00000k#000000j#000050g#008000[r6(k4g36k36j6k6j6k6j36y4)w6"
"Scottish Tartans Society", "Tipperary", "r#C00000k#000000g#008000d#401000[r66(k16d24g24r16d4)r16"
"Scottish Tartans Society", "Tokharian", "z#906030w#E0E0E0b#304080[b4(z20b4z20b8)w4"
"Scottish Tartans Society", "Tokyo Bluebells", "w#E0E0E0r#C00000k#000000b#304080[b72(r4b4r4b4k28b52)w8"
"Scottish Tartans Society", "Tooth", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[g4(w8b38k28g50r4y2)g10"
"Scottish Tartans Society", "Toshach", "h#006030o#8080D0w#E0E0E0r#C00000i#003000[o8(i10h8i20w4i20h4i4h40r8h8w8h8w8h40i4h4i20w4i20h8)i20"
"Scottish Tartans Society", "Total", "f#102040h#D00000i#30A010w#E0E0E0o#FF8500k#000000[i48(o4h24k5w4k6o4k7i8k7o4k6w4k5f28o4)f48"
"Scottish Tartans Society", "Touch", "y#F0C000r#C00000n#808080k#000000i#003000[r6(k10i92k10y2)n10"
"Scottish Tartans Society", "Trafalger", "y#F0C000k#000000g#008000b#304080[g6(b2g16b14k6)y2"
"Scottish Tartans Society", "Tulloch Homes", "h#FFE000i#102040o#30A010x#004010f#800000[o6(x14f9i7f9x54)h6"
"Scottish Tartans Society", "Tulsa", "r#C00000k#000000g#008000b#304080[g26(b16g26r28k6)r28"
"Scottish Tartans Society", "Tupper., Sir Charles..", "y#F0C000t#806050g#008000b#304080[b8(t14y6t24g30t10b40t10g8)t4"
"Scottish Tartans Society", "Turnberry, Manx Snaefell", "z#906030w#E0E0E0d#401000[z44(d4z4d4z4d30w34)d6"
"Scottish Tartans Society", "Turnbull, dress", "y#F0C000r#C00000k#000000g#008000b#304080[k14(b6g56r56)y6"
"Scottish Tartans Society", "Turnbull, hunting", "y#F0C000w#E0E0E0k#000000g#008000b#304080[k14(y6g56b56)w6"
"Scottish Tartans Society", "Turnbull, hunting ", "y#F0C000w#E0E0E0g#008000f#800000b#304080[f14(y6g56b56)w6"
"Scottish Tartans Society", "Tweedside", "w#E0E0E0r#C00000k#000000[k36(r4k4r10w4r4w4r4)k4"
"Scottish Tartans Society", "Tweedside, hunting", "w#E0E0E0k#000000g#008000b#304080[b42(g10k10g30w6g10w6g10)k6"
"Scottish Tartans Society", "Twenty First Century", "o#30A010w#E0E0E0r#C00000n#808080k#000000b#304080a#5480B0[o24(b6n6w4n6b6o10k16b62a10b16w8)r12"
"Scottish Tartans Society", "Tyndrum", "t#806050n#808080k#000000[k8(n8k4t24k16n8k4n4k4)n24"
"Scottish Tartans Society", "Tyneside Blue, North Tyneside Pipe Band", "w#E0E0E0r#C00000q#000030b#304080[b124(q44w6q4w4q6)r2"
"Scottish Tartans Society", "Tyneside, Scottish", "u#703000g#008000b#304080[b22(u2b2u2b2u16g16u2g16u16b16u2)b2"
"Scottish Tartans Society", "Tyrconnell", "r#C00000j#000050g#008000[g4(j18r4j18)g88"
"Scottish Tartans Society", "Tyrone", "w#E0E0E0t#806050m#802040g#008000d#401000[g6(m18d4m16t32d4w4d4g4d14t12)m100"
"Scottish Tartans Society", "Ulster", "t#806050r#C00000k#000000d#401000[k4(r4k4d58k4t4k4t56k4)t56"
"Scottish Tartans Society", "Ulster ", "y#F0C000r#C00000k#000000g#008000[g39(k3g39r3g3k3g3k3r39k3y3)k3"
"Scottish Tartans Society", "Unamed, Riding cloak 1745", "t#806050r#C00000b#304080a#5480B0[a2(b16r4t16)r2"
"Scottish Tartans Society", "Unidentified "Old tartan"", "t#806050r#C00000k#000000g#008000b#304080[b12(g12k6g6k6g6k6g30r18g12b6k18b6g12r18g30k6g6k6g6k6g12t18b6t6b6t6b6t12b20t6b6t6b6)t6"
"Scottish Tartans Society", "Unidentified (Shirt)", "y#F0C000w#E0E0E0b#304080[w14(b32w40b6w6)y6"
"Scottish Tartans Society", "Unidentified 1", "g#008000b#304080a#5480B0[b8(g6b4g38a48g2)a4"
"Scottish Tartans Society", "Unidentified 10", "r#C00000g#008000b#304080a#5480B0[a4(b18r6)g28"
"Scottish Tartans Society", "Unidentified 11", "r#C00000k#000000g#008000[k24(g3r3k24r2k2)r2"
"Scottish Tartans Society", "Unidentified 12", "r#C00000k#000000g#008000a#5480B0[a4(k2r32g34r4)k12"
"Scottish Tartans Society", "Unidentified 13", "r#C00000k#000000g#008000b#304080a#5480B0[a8(b4a4b12k28r4g14b12a4)k28"
"Scottish Tartans Society", "Unidentified 14", "r#C00000o#FF8500k#000000b#304080[b12(k12b12k12b12r6o9b12)o12"
"Scottish Tartans Society", "Unidentified 15", "r#C00000p#800080k#000000g#008000a#5480B0[a4(k2r14g70r4p2a2r6p32r6a2p2r70p2a2r6)g8"
"Scottish Tartans Society", "Unidentified 16", "r#C00000p#800080g#008000[p8(r6p52r52g52)r8"
"Scottish Tartans Society", "Unidentified 17", "t#806050r#C00000b#304080[b48(t6b48t57)r12"
"Scottish Tartans Society", "Unidentified 18", "w#E0E0E0r#C00000k#000000g#008000b#304080[b96(r20w4r20g34k6w34k6)w68"
"Scottish Tartans Society", "Unidentified 19", "w#E0E0E0r#C00000b#304080[b10(w24b8w8b8w6b74w6b6)r8"
"Scottish Tartans Society", "Unidentified 2", "h#402000i#FFE000o#703000r#C00000g#008000d#401000[o26(i6o26g46h32d26o46)r10"
"Scottish Tartans Society", "Unidentified 20", "w#E0E0E0r#C00000g#008000b#304080[b4(r98b102r18w4r18g102r98)b4"
"Scottish Tartans Society", "Unidentified 21", "w#E0E0E0t#806050k#000000b#304080[b26(k6b40t140b40t60)w6"
"Scottish Tartans Society", "Unidentified 22", "w#E0E0E0t#806050r#C00000p#800080g#008000a#5480B0[a36(t12a72t68r2t12r8t8r12t4r14w6r14t4r12t8r8t12r2t68p20g16p16g20)p192"
"Scottish Tartans Society", "Unidentified 23", "y#F0C000r#C00000k#000000g#008000a#5480B0[a4(k2g72k2r4k2r4k2g72k2)y4"
"Scottish Tartans Society", "Unidentified 24", "y#F0C000r#C00000g#008000[y4(r12g28r12g28r12)y4"
"Scottish Tartans Society", "Unidentified 25", "y#F0C000r#C00000k#000000g#008000a#5480B0[a4(k8a10r40a10k32g24y6g14)r8"
"Scottish Tartans Society", "Unidentified 26", "y#F0C000r#C00000k#000000g#008000b#304080a#5480B0[a4(g4k4y2g24k48b40r4b4r4)b4"
"Scottish Tartans Society", "Unidentified 27", "y#F0C000r#C00000k#000000b#304080[b16(k6r8)y2"
"Scottish Tartans Society", "Unidentified 28", "y#F0C000w#E0E0E0r#C00000k#000000b#304080[b16(k4r14k4b16k4r66w186y6r6y6w68r196y6r6y6r66k4b16k4r14k4)b16"
"Scottish Tartans Society", "Unidentified 29", "y#F0C000w#E0E0E0t#806050k#000000b#304080a#5480B0[a6(k6t2k2t2k2t2k2t6a4k2y2k2t2k4b4w14k2w4)t2"
"Scottish Tartans Society", "Unidentified 3", "i#3090C0o#8080D0y#F0C000b#304080[o4(b2o52b2o4y2b2o4b3i2b3o4b3)i4"
"Scottish Tartans Society", "Unidentified 30", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b12(k6r8k4r54k24b20k6y4k6g24r20w4r6)k6"
"Scottish Tartans Society", "Unidentified 31", "y#F0C000w#E0E0E0u#703000t#806050r#C00000g#008000b#304080[w4(r10t4r24g20u4w4u16b8u48)y6"
"Scottish Tartans Society", "Unidentified 32", "y#F0C000w#E0E0E0k#000000j#000050f#800000[j4(k2j12k2f10y6f10k4w6k4w18k2w4k2)y4"
"Scottish Tartans Society", "Unidentified 33", "y#F0C000w#E0E0E0t#806050r#C00000p#800080n#808080k#000000[n40(w4p140y4k26w20r10k2r10k2r10w20k26y4t30w44k4)y4"
"Scottish Tartans Society", "Unidentified 34", "z#906030w#E0E0E0r#C00000j#000050[r4(w2r16z2j8w2r8z2)w12"
"Scottish Tartans Society", "Unidentified 35", "z#906030w#E0E0E0r#C00000d#401000b#304080[b12(d6b6w6d27z81)r12"
"Scottish Tartans Society", "Unidentified 4", "o#800070y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b28(r30o8k36o8g40y8w4k8w4y8r16k12b2)w12"
"Scottish Tartans Society", "Unidentified 5", "o#8080D0y#F0C000w#E0E0E0r#C00000p#800080k#000000i#003000g#008000b#304080[p128(b20k3i6k1i4g8k2o5k2g70w6g12r24g5r5g8b4g12k2)y7"
"Scottish Tartans Society", "Unidentified 6", "o#8080D0y#F0C000r#C00000k#000000j#000050b#304080a#5480B0[j170(r4k4j8b8j4r4k4j40k84o40y4k4o8a8o8y4k4)o166"
"Scottish Tartans Society", "Unidentified 7", "o#8080D0y#F0C000w#E0E0E0r#C00000k#000000j#000050[j70(r4k32y4o50w4)o12"
"Scottish Tartans Society", "Unidentified 8", "o#D03030r#C00000j#000050g#008000b#304080[g12(r12o2g6r108j2b2r6j32r6b2j2r12g60r12j2b2)r132"
"Scottish Tartans Society", "Unidentified 9", "o#D03030y#F0C000w#E0E0E0r#C00000i#003000g#008000[r70(y14w2i6w2y14i38w4g34r24g10o10r10)g4"
"Scottish Tartans Society", "Unidentified Kirtle", "r#C00000k#000000[k55(r18k4r18)k38"
"Scottish Tartans Society", "Unidentified Plaid 1", "i#006020o#703000w#E0E0E0b#304080a#5480B0[b4(o10i8o198b4o2a6o2i4o36i4o2a8o2i4o20i138o2a6o2i8o18i20)w8"
"Scottish Tartans Society", "Unidentified Plaid 10", "w#E0E0E0r#C00000k#000000g#008000a#5480B0[w8(r100k42g42r5k3r5a42r100)w8"
"Scottish Tartans Society", "Unidentified Plaid 11", "w#E0E0E0t#806050g#008000[g64(t4g4t4g4t24g44w2g2)w6"
"Scottish Tartans Society", "Unidentified Plaid 12", "w#E0E0E0r#C00000k#000000j#000050b#304080[b14(r4k2b10k2b10k2b10k2j6b77w4k6b28k92j6k2j6k2j6k2j6)k207"
"Scottish Tartans Society", "Unidentified Plaid 13", "y#F0C000w#E0E0E0k#000000[k2(w3k100w4k13y2k4w10k6y2k4w2k15)w100"
"Scottish Tartans Society", "Unidentified Plaid 14", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[r16(k62g16k16g112k6y6r6k6r6k24b72k6w16k6g88k4b12k4g88k6y16k6b72k24r6k6r6y6k6g112k16g16k62)r16"
"Scottish Tartans Society", "Unidentified Plaid 15", "y#F0C000w#E0E0E0t#806050r#C00000g#008000b#304080[b54(g12b54t8b8t8b8t30g60t8r20t8g60t140g26t6w8t6y8t18b10w14t14b14w14b14t14)w140"
"Scottish Tartans Society", "Unidentified Plaid 16", "y#F0C000r#C00000i#003000g#008000b#304080[i12(r12g44r42i6r18i6r42b55r12i30r18)y18"
"Scottish Tartans Society", "Unidentified Plaid 2", "o#506060h#405040i#602040[i96(h26i4h14i4h14i4h22i100o22i4o14i4)o14"
"Scottish Tartans Society", "Unidentified Plaid 3", "o#606080y#F0C000r#C00000d#401000[o126(r3y16o20y4o4y4o4y4o4y4o4y4o4y4o4y4o4y4o4y4d130)o10"
"Scottish Tartans Society", "Unidentified Plaid 4", "o#8080D0y#F0C000w#E0E0E0r#C00000k#000000g#008000[w10(r198g24r8g4r24g4r8g24r48o30k58g48r24g8r4g24r4g8r24g98)y10"
"Scottish Tartans Society", "Unidentified Plaid 5", "o#D03030w#E0E0E0t#806050r#C00000b#304080a#5480B0[b4(r4b4r4b12r10w4r150b26w10b18o4b90t2b6t4b4t6b2t20w4b20a4t28)a4"
"Scottish Tartans Society", "Unidentified Plaid 6", "r#C00000g#008000b#304080a#5480B0[g6(r6g64r6g64r8b60r64a6)r8"
"Scottish Tartans Society", "Unidentified Plaid 7", "r#C00000b#304080[b46(r60b6r6b54r10)b54"
"Scottish Tartans Society", "Unidentified Plaid 8", "r#C00000b#304080[r3(b3r3b62r3b3r64)b3"
"Scottish Tartans Society", "Unidentified Plaid 9", "w#E0E0E0r#C00000j#000050h#006030[j26(r12j4r12w2h52r4j52h12)j52"
"Scottish Tartans Society", "Unidentified from Winnipeg", "i#A08060t#806050o#FF8500g#008000d#401000[g4(t30o16d4o16d4o16)i48"
"Scottish Tartans Society", "Unidentified, 18th C plain weave", "y#F0C000w#E0E0E0r#C00000j#000050g#008000[j38(r4j4r40g4y2g4r4j36r4g6r4j4r44g6w2r6j34r4g4r48g4y2g4r4j38r6g6r4j4r42g6w2)r6"
"Scottish Tartans Society", "Unidentified, Arisaid", "o#30A010w#E0E0E0k#000000i#003000c#900030[w216(k8i24o24w4k4c45w8)c12"
"Scottish Tartans Society", "Unidentified, Arisaid ", "o#30A010w#E0E0E0i#003000c#900030[w46(c60w48i30o30w48c60w48o30i30w48)c60"
"Scottish Tartans Society", "Unidentified, B'gowrie", "y#F0C000r#C00000k#000000g#008000b#304080[g60(y4g10y4g8k30b58r4b58k30g10y4g8y4)g34"
"Scottish Tartans Society", "Unidentified, Bedspread", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[r20(w6r100b15k10b15k40y5g54r15k5r15k6)w8"
"Scottish Tartans Society", "Unidentified, Blanket", "w#E0E0E0r#C00000k#000000g#008000[r4(w2r26g24w2r24k2)w100"
"Scottish Tartans Society", "Unidentified, Cotton sample", "f#D03030h#30A010w#E0E0E0t#806050o#FF8500k#000000i#003000b#304080[b8(h12i14t2h12i14t2h12i14t2h12i14t2h12i14t2h12b8k16o2k2w2k2b16f12k2f8w2f8k2f12b16k2w2k2)o2"
"Scottish Tartans Society", "Unidentified, Early 18th C", "r#C00000g#008000b#304080[b6(r46b6r52b6r6b50r6g48)r6"
"Scottish Tartans Society", "Unidentified, Fisherwife's Plaid", "w#E0E0E0r#C00000a#5480B0[r8(w4r48a18r28a2)w160"
"Scottish Tartans Society", "Unidentified, Flora MacDonald", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[y12(k2g20r6g6r6g32k48b36r60b40k48b60k2)w12"
"Scottish Tartans Society", "Unidentified, Fragment", "o#8080D0t#806050g#008000b#304080[b6(t4o2t4b6t8g20t6b4t8g4t6b15g20)t8"
"Scottish Tartans Society", "Unidentified, Gordon variant", "z#906030w#E0E0E0t#806050o#FF8500j#000050d#401000b#304080[d8(b4t16b16j18o4j18b16w8z8w24z4)w8"
"Scottish Tartans Society", "Unidentified, Lady's kilt", "y#F0C000w#E0E0E0t#806050k#000000d#401000b#304080a#5480B0[b78(t6k28t6a28y8w4)d4"
"Scottish Tartans Society", "Unidentified, Locket", "w#E0E0E0r#C00000g#008000b#304080[b8(r100g50)w4"
"Scottish Tartans Society", "Unidentified, NW Highlands", "r#C00000g#008000[g4(r4g30r32g4)r4"
"Scottish Tartans Society", "Unidentified, Phyllis Gordon", "o#800070y#F0C000w#E0E0E0r#C00000k#000000g#008000[o14(k8g8k4w8k4g8k8o14k80g16r2g114w10g18y10g114r2g16)k80"
"Scottish Tartans Society", "Unidentified, Pinafore", "k#000000g#008000c#900030a#5480B0[a14(c48a14k48g48k8)g48"
"Scottish Tartans Society", "Unidentified, Plaid Barbie's Moss", "o#8080D0w#E0E0E0[o6(w6o40w40o40)w6"
"Scottish Tartans Society", "Unidentified, Plaid arisaid", "y#F0C000w#E0E0E0r#C00000k#000000b#304080[r12(b2r110k4w8k4r32w40r32b12r4b54k8y8k12y8k8b54r4b12r32w40r32k4w8k4r110w280b18r12w32r12b2r12w32)r12"
"Scottish Tartans Society", "Unidentified, Ross-shire", "w#E0E0E0t#806050r#C00000g#008000[r10(w4r54t2g18r36t2)w150"
"Scottish Tartans Society", "Unidentified, Sample", "y#F0C000r#C00000b#304080[b22(r8y18b8y4)b22"
"Scottish Tartans Society", "Unidentified, Sett", "o#B0B0B0z#906030t#806050r#C00000[o4(t2r20o12t20z24r20t2)o4"
"Scottish Tartans Society", "Unidentified, Silk Plaid", "o#FFE000i#F07040v#908000g#008000b#304080[b70(i80g150o60)v30"
"Scottish Tartans Society", "Unidentified, Silk Plaid ", "j#F07040f#E06000h#D03030i#FFE000v#908000g#008000[i4(h22f28j24g60i24)v14"
